lag_ps,msd_seg1_A2,msd_seg2_A2,msd_seg3_A2,msd_seg4_A2,msd_seg5_A2
2.200000000000000178e+00,2.019830940967845212e+00,1.719461901861843778e+00,1.983827750089027564e+00,1.943352485420206888e+00,1.747428144986930665e+00
2.300000000000000266e+00,2.078441846153568306e+00,1.764189516795902968e+00,2.042879137091556441e+00,1.999161036631529331e+00,1.795782150168317770e+00
2.399999999999999911e+00,2.137660323193281808e+00,1.809068852284954732e+00,2.101329416934846428e+00,2.054747814664693362e+00,1.843933975148670745e+00
2.500000000000000000e+00,2.197617459217773295e+00,1.853573063186418235e+00,2.159464324391920265e+00,2.110004809524538061e+00,1.892266525685648570e+00
2.600000000000000089e+00,2.257511873938629954e+00,1.897647523531918567e+00,2.217290811054074329e+00,2.165070209426609438e+00,1.940708380401939381e+00
2.700000000000000178e+00,2.317099330520267841e+00,1.940350957743795401e+00,2.275041644920180683e+00,2.220107997064725947e+00,1.989435090200722289e+00
2.800000000000000266e+00,2.376469717349045219e+00,1.981169948892408161e+00,2.332764405433091159e+00,2.275349331380455808e+00,2.038210403952694261e+00
2.899999999999999911e+00,2.436015745040223557e+00,2.021028839523966614e+00,2.390604855340226376e+00,2.330640521265042064e+00,2.086784630957336351e+00
3.000000000000000000e+00,2.495762477232294607e+00,2.067101347915907272e+00,2.448639848369319250e+00,2.386188728465190145e+00,2.135032029276506371e+00
3.100000000000000089e+00,2.555425359942216978e+00,2.116936568772818550e+00,2.506665904026404323e+00,2.442034975630975602e+00,2.183115902660249574e+00
3.200000000000000178e+00,2.614928782613947345e+00,2.166069659949713788e+00,2.564641711198737184e+00,2.497577744968351166e+00,2.231438768220252555e+00
3.300000000000000266e+00,2.674230867085112262e+00,2.213223094687635228e+00,2.622389331462074757e+00,2.552488027657205727e+00,2.279906422408452649e+00
3.399999999999999911e+00,2.733485739698898076e+00,2.259188580372402555e+00,2.679499393839343213e+00,2.607102657539129176e+00,2.328226862766717975e+00
3.500000000000000000e+00,2.792792414382849753e+00,2.304823398635296616e+00,2.736077462052059150e+00,2.661614021142033160e+00,2.376456999401626469e+00
3.600000000000000089e+00,2.852239998970444113e+00,2.350393146488036766e+00,2.792545194059988578e+00,2.716530477697504775e+00,2.424447201272406538e+00
3.700000000000000178e+00,2.911550070828153647e+00,2.395712534947795458e+00,2.848968472742410718e+00,2.771798490936077997e+00,2.472015335638264588e+00
3.800000000000000266e+00,2.970965048953261078e+00,2.440779161500886030e+00,2.905909019818925909e+00,2.827069355032289621e+00,2.519333656862074111e+00
3.899999999999999911e+00,3.030444862872489153e+00,2.485434526219904683e+00,2.962995433461067751e+00,2.881936548949524113e+00,2.566679111121821233e+00
4.000000000000000000e+00,3.089764264901666557e+00,2.529768934368804345e+00,3.020313953230847837e+00,2.936478603264575771e+00,2.614291567219396040e+00
4.099999999999999645e+00,3.148877637923092276e+00,2.574603398181955605e+00,3.077733699630586628e+00,2.991164176821346832e+00,2.661652730698008007e+00
4.200000000000000178e+00,3.207776787579545985e+00,2.619888882328518243e+00,3.134955872421908207e+00,3.045878865599286556e+00,2.708790585872735690e+00
4.299999999999999822e+00,3.266445793223541560e+00,2.665058987652839662e+00,3.192117884475107470e+00,3.100450070843547401e+00,2.755815441643848285e+00
4.400000000000000355e+00,3.324714868209839747e+00,2.709835594810975135e+00,3.248944539502988782e+00,3.154242915034641825e+00,2.802652032422296102e+00
4.500000000000000000e+00,3.382806852399448339e+00,2.754372331793853323e+00,3.305485960218384811e+00,3.207497459822783004e+00,2.849447071876892501e+00
4.600000000000000533e+00,3.440918170806069654e+00,2.798921945784255794e+00,3.361693846530897645e+00,3.260879804074445332e+00,2.896091356185979571e+00
4.700000000000000178e+00,3.498805422258841613e+00,2.843165903769572900e+00,3.417701605618037597e+00,3.314426130438500984e+00,2.942299581042715051e+00
4.799999999999999822e+00,3.556300904244753980e+00,2.887156509469683829e+00,3.473595196352532888e+00,3.368142850077790129e+00,2.988248023870597514e+00
4.900000000000000355e+00,3.613202437359134489e+00,2.930968459385855596e+00,3.529603262404286124e+00,3.422033097882679176e+00,3.033942630679890229e+00
5.000000000000000000e+00,3.669703727846631125e+00,2.974877524786177396e+00,3.585660637505339920e+00,3.475927971739555478e+00,3.079543320490173208e+00
5.100000000000000533e+00,3.726436018002187378e+00,3.018615463516673980e+00,3.641923959860295046e+00,3.529724076020060775e+00,3.125307754028235241e+00
5.200000000000000178e+00,3.783178109800077404e+00,3.062765385289696773e+00,3.698708604828902402e+00,3.583499955310987861e+00,3.171082158145575924e+00
5.299999999999999822e+00,3.839641621153110584e+00,3.107484330900220915e+00,3.755739506438780850e+00,3.637371154714819976e+00,3.216847033190282978e+00
5.400000000000000355e+00,3.896038897455398331e+00,3.151939143069120153e+00,3.812767741261941179e+00,3.690970719425975322e+00,3.262841973833336962e+00
5.500000000000000000e+00,3.952771869643162628e+00,3.196071436421810130e+00,3.869247725864544130e+00,3.744418635372652293e+00,3.309072119289322877e+00
5.600000000000000533e+00,4.009703274795130667e+00,3.240208758287750790e+00,3.925008913090871410e+00,3.797846822251310428e+00,3.355483508630351608e+00
5.700000000000000178e+00,4.066796428014564313e+00,3.284404821074625502e+00,3.980413583938994027e+00,3.851304995449272628e+00,3.401926276852968556e+00
5.799999999999999822e+00,4.123488794099295696e+00,3.328489651676378447e+00,4.036128772348170024e+00,3.905028551934861536e+00,3.448043322406731281e+00
5.900000000000000355e+00,4.179909544630646678e+00,3.372332922961715163e+00,4.092400582242184726e+00,3.958941764238421701e+00,3.494026139166778844e+00
6.000000000000000000e+00,4.236421011298133088e+00,3.415715202770704728e+00,4.148754508844462841e+00,4.012834544248732982e+00,3.540189257896049213e+00
6.100000000000000533e+00,4.293197037113988479e+00,3.458997765467104912e+00,4.204648101453514641e+00,4.066532012820000652e+00,3.586376193286648029e+00
6.200000000000000178e+00,4.350264228204218320e+00,3.502509184407995857e+00,4.260207206246050760e+00,4.120138816070038956e+00,3.632477141965881451e+00
6.299999999999999822e+00,4.407585509793616296e+00,3.546219967873652568e+00,4.315571177707943740e+00,4.173684861627498854e+00,3.678461140530034701e+00
6.400000000000000355e+00,4.464868393701407534e+00,3.589778395822065704e+00,4.371003596660186119e+00,4.227217421036177925e+00,3.724276766278063810e+00
6.500000000000000000e+00,4.521845566507316505e+00,3.633463655466809605e+00,4.426442440698473035e+00,4.280290325773328242e+00,3.770165024135196497e+00
6.600000000000000533e+00,4.578439723763548130e+00,3.677345298494858028e+00,4.481901628589260334e+00,4.333141547055780585e+00,3.815864904486834241e+00
6.700000000000000178e+00,4.634749042660354590e+00,3.721192148751979456e+00,4.537426817257466105e+00,4.386132210402116094e+00,3.861702616032171687e+00
6.799999999999999822e+00,4.691038672423120559e+00,3.764720800353734020e+00,4.592920485521346130e+00,4.439505104175084149e+00,3.907551252128909525e+00
6.900000000000000355e+00,4.747373780070185845e+00,3.807795981724302781e+00,4.648092760751877606e+00,4.493023838005096415e+00,3.953259167142264108e+00
7.000000000000000000e+00,4.803770126402291396e+00,3.850706432251199463e+00,4.703123698683685738e+00,4.546424333040461896e+00,3.998630673534410818e+00
7.100000000000000533e+00,4.860373005037224914e+00,3.893825123043342273e+00,4.758048444703598001e+00,4.599380310856712839e+00,4.044014282780801217e+00
7.200000000000000178e+00,4.916936079002898197e+00,3.937630327762486449e+00,4.813047394532061318e+00,4.652083294037331562e+00,4.089209212778642133e+00
7.299999999999999822e+00,4.973396030397318590e+00,3.981615319246593288e+00,4.868169591594031509e+00,4.704685488314662045e+00,4.134028888548701985e+00
7.400000000000000355e+00,5.029532915736826482e+00,4.025192879042380767e+00,4.923402415692487821e+00,4.757452742132279866e+00,4.178692295744899532e+00
7.500000000000000000e+00,5.085312279012192072e+00,4.068417712270298026e+00,4.978550501893186819e+00,4.810254185208428623e+00,4.223108147462231621e+00
7.600000000000000533e+00,5.140981495144039570e+00,4.111748081793336951e+00,5.033868472916548598e+00,4.862972965990402407e+00,4.267371569475834292e+00
7.700000000000000178e+00,5.196371327859353961e+00,4.155097159671119478e+00,5.089210079572805689e+00,4.915620401774202008e+00,4.311381732362332464e+00
7.799999999999999822e+00,5.251453839155841408e+00,4.198218526042855281e+00,5.144739949702259452e+00,4.968073290319493296e+00,4.355614053479025749e+00
7.900000000000000355e+00,5.306412560033296089e+00,4.240890354336463552e+00,5.200246723837052443e+00,5.020333138861612809e+00,4.400442709994434765e+00
8.000000000000000000e+00,5.361227386384702420e+00,4.283359554244440481e+00,5.255650497327285287e+00,5.072898664773589417e+00,4.445462143489376849e+00
8.099999999999999645e+00,5.415842166284662085e+00,4.325742691594472333e+00,5.310780965034218148e+00,5.125513624522656464e+00,4.490455277579312288e+00
8.199999999999999289e+00,5.470915934064139563e+00,4.368027549674012633e+00,5.365640154865152667e+00,5.177712387796486126e+00,4.535258827697961515e+00
8.300000000000000711e+00,5.526753580199260441e+00,4.410394771966788419e+00,5.420713132301363757e+00,5.229481854797709772e+00,4.579974914031730293e+00
8.400000000000000355e+00,5.582758761506103617e+00,4.453150013947908548e+00,5.476043947390031974e+00,5.281233345336609375e+00,4.624667473373028415e+00
8.500000000000000000e+00,5.638211315669718005e+00,4.496016527863011092e+00,5.531333787774860511e+00,5.333213288343235270e+00,4.669395574416002503e+00
8.599999999999999645e+00,5.693446866677652096e+00,4.538816179036323284e+00,5.586442816864080285e+00,5.385304461694911282e+00,4.714232085585337906e+00
8.700000000000001066e+00,5.748775470055851322e+00,4.581569766285686462e+00,5.641377222174453365e+00,5.437319791671231251e+00,4.759148274097034559e+00
8.800000000000000711e+00,5.804461083062380844e+00,4.624439520022965766e+00,5.696234815239420435e+00,5.489208050602085720e+00,4.804058341507736252e+00
8.900000000000000355e+00,5.860335587393684875e+00,4.667414473029000810e+00,5.751118317487904363e+00,5.541313808361562288e+00,4.849168595910185786e+00
9.000000000000000000e+00,5.916192310514335695e+00,4.710286387950481490e+00,5.806030438666599736e+00,5.593520185019587920e+00,4.894353689293585497e+00
9.099999999999999645e+00,5.971843524262825831e+00,4.752829169151834954e+00,5.860721731764978237e+00,5.645565507494607616e+00,4.939398401482772094e+00
9.200000000000001066e+00,6.027074845612409248e+00,4.795589163509563768e+00,5.915889511930418010e+00,5.697444506113130913e+00,4.984163918132872517e+00
9.300000000000000711e+00,6.082057289716485293e+00,4.838771724643003758e+00,5.971053565095300719e+00,5.749436190094145083e+00,5.028730618842607747e+00
9.400000000000000355e+00,6.136809115065281262e+00,4.881993749078830547e+00,6.025769933021522640e+00,5.801726351841683282e+00,5.073236371933622202e+00
9.500000000000000000e+00,6.191556244786377228e+00,4.924920326452913777e+00,6.080274811425807613e+00,5.854166781501676908e+00,5.117991020124660118e+00
9.599999999999999645e+00,6.246388608118500052e+00,4.967325260386475705e+00,6.134730922925009544e+00,5.906983936145970837e+00,5.163275134663265042e+00
9.700000000000001066e+00,6.301149315336639134e+00,5.009484191804174813e+00,6.189335530295251964e+00,5.960167417163062531e+00,5.208609494377746785e+00
9.800000000000000711e+00,6.356022813889634193e+00,5.051569659953006663e+00,6.243951412219651331e+00,6.013281756927669086e+00,5.253664728810828244e+00
9.900000000000000355e+00,6.410754690637236131e+00,5.093953370806587166e+00,6.298324157483345509e+00,6.066044796787014803e+00,5.298476137167304145e+00
1.000000000000000000e+01,6.465308578736987499e+00,5.136764271835730256e+00,6.352527073828625248e+00,6.118418138969157205e+00,5.343471084586830067e+00
1.009999999999999964e+01,6.519338755934753316e+00,5.179839970407230432e+00,6.406903059657471644e+00,6.170621792894173119e+00,5.388728576685805294e+00
1.020000000000000107e+01,6.572996602444000303e+00,5.222899584437608489e+00,6.461289426772288458e+00,6.222760694978818563e+00,5.434149242886248565e+00
1.030000000000000071e+01,6.626937496321349208e+00,5.265549266636665671e+00,6.515680731384814628e+00,6.274808235464322870e+00,5.479535900066107246e+00
1.040000000000000036e+01,6.681246319480607987e+00,5.307887868876452586e+00,6.570157281302727803e+00,6.326538347634267367e+00,5.524932187339504530e+00
1.050000000000000000e+01,6.735893786905762681e+00,5.350316754879951731e+00,6.624875757945614119e+00,6.378073287327238994e+00,5.570179588997809184e+00
1.059999999999999964e+01,6.790414756822320541e+00,5.392878570974449559e+00,6.679796218880646563e+00,6.429613022197325556e+00,5.615236038347957148e+00
1.070000000000000107e+01,6.844495273031818705e+00,5.435355158161775613e+00,6.734944763441379045e+00,6.481192369792575292e+00,5.660307221571284408e+00
1.080000000000000071e+01,6.898550776573809884e+00,5.477579116037288642e+00,6.790378008617880212e+00,6.532429940202792551e+00,5.705551486376997161e+00
1.090000000000000036e+01,6.952807481184223981e+00,5.519972061924992346e+00,6.845617391351445313e+00,6.583252989075295325e+00,5.750673957751769372e+00
1.100000000000000000e+01,7.007378640868367370e+00,5.562445827312709312e+00,6.900450111731315950e+00,6.634250782202080643e+00,5.795565348933140903e+00
1.109999999999999964e+01,7.061996576178290574e+00,5.604658301584156455e+00,6.955332462651059089e+00,6.685421660172908176e+00,5.840073457212196395e+00
1.120000000000000107e+01,7.116373219661642935e+00,5.647087217156995465e+00,7.010243240486167871e+00,6.736660769195326637e+00,5.884876931267177369e+00
1.130000000000000071e+01,7.170553178870738620e+00,5.689680286865772096e+00,7.065177853226068727e+00,6.787976455263279085e+00,5.929863069147553567e+00
1.140000000000000036e+01,7.224769811142927267e+00,5.732315839877412778e+00,7.119779962851837674e+00,6.839284543719160503e+00,5.974826783405748465e+00
1.150000000000000000e+01,7.278895937205040134e+00,5.774364808891147227e+00,7.174055497673654358e+00,6.890263011931653025e+00,6.019619496518392232e+00
1.159999999999999964e+01,7.332977292375272071e+00,5.816001454438408658e+00,7.228221070551414940e+00,6.940917855340715370e+00,6.064252151705759708e+00
1.170000000000000107e+01,7.387231736701714624e+00,5.857565993998879783e+00,7.282443942405245174e+00,6.991259825087888125e+00,6.108816045657831317e+00
1.180000000000000071e+01,7.441361743452886479e+00,5.899130151637687725e+00,7.336721131095320203e+00,7.041359328020923236e+00,6.153367601673750187e+00
1.190000000000000036e+01,7.495382608714326267e+00,5.940778317515412965e+00,7.391029787370396953e+00,7.091570752612403439e+00,6.198336312343833754e+00
1.200000000000000000e+01,7.549295822945964574e+00,5.982220959039152852e+00,7.445241942900995724e+00,7.142014518125105127e+00,6.243425970938732306e+00
1.209999999999999964e+01,7.603051233588933755e+00,6.023591712872429227e+00,7.499423926642344362e+00,7.192835821753833514e+00,6.288366247445799750e+00
1.220000000000000107e+01,7.656928265383468712e+00,6.065068041620350847e+00,7.553663874897928565e+00,7.244048758991968207e+00,6.333072797552858013e+00
1.230000000000000071e+01,7.710960187636320740e+00,6.106835248203178246e+00,7.607934347627781868e+00,7.295234463642815470e+00,6.377709298645228841e+00
1.240000000000000036e+01,7.764979871046715054e+00,6.148673568377705401e+00,7.662180171104573390e+00,7.346364728828771007e+00,6.422643248688022055e+00
1.250000000000000000e+01,7.818798764475501706e+00,6.190509718371537851e+00,7.716045871226241637e+00,7.397261202884103604e+00,6.467599641904083541e+00
1.259999999999999964e+01,7.872641812268141415e+00,6.232359447235524819e+00,7.769731882626793151e+00,7.448287522227755808e+00,6.512392030679300170e+00
1.270000000000000107e+01,7.926775244548977639e+00,6.274157226734318193e+00,7.823310006623477086e+00,7.499599301756376235e+00,6.557227021560219526e+00
1.280000000000000071e+01,7.981116148543659250e+00,6.315968060916707927e+00,7.877079619238632091e+00,7.551021110954470039e+00,6.602390756039131503e+00
1.290000000000000036e+01,8.035357944033586719e+00,6.358070522461404472e+00,7.930992972836484078e+00,7.601783631014277454e+00,6.647565018098556600e+00
1.300000000000000000e+01,8.089492318079313904e+00,6.400261159824538026e+00,7.984999602831848620e+00,7.652438058198208992e+00,6.692609458252935184e+00
1.309999999999999964e+01,8.143700793598357635e+00,6.442117712382610328e+00,8.038708382909611316e+00,7.702879309583057221e+00,6.737810388940210338e+00
1.320000000000000107e+01,8.197597058060033248e+00,6.483588604127588972e+00,8.092241946855605050e+00,7.752939324055453163e+00,6.783398129133758836e+00
1.330000000000000071e+01,8.251043445895337669e+00,6.524890773300090707e+00,8.145750836581486354e+00,7.802749370469213908e+00,6.829110368113267882e+00
1.340000000000000036e+01,8.304170439397800862e+00,6.566437249214848393e+00,8.199604885025504331e+00,7.852602677642456008e+00,6.874629708659367289e+00
1.350000000000000000e+01,8.357194919588867066e+00,6.607963530064520086e+00,8.253400701979220599e+00,7.902694707416838327e+00,6.919818369127440860e+00
1.359999999999999964e+01,8.410204972880801932e+00,6.649715969492440593e+00,8.306812456146117185e+00,7.952654977182465501e+00,6.965017425284066199e+00
1.370000000000000107e+01,8.463314106658430092e+00,6.691554164848705355e+00,8.360264133802509434e+00,8.002630365406833590e+00,7.010173039513873050e+00
1.380000000000000071e+01,8.516516469537942058e+00,6.733466709472725853e+00,8.414063259229783043e+00,8.052485320319711093e+00,7.055266611003522037e+00
1.390000000000000036e+01,8.569654464339818034e+00,6.775171526757979734e+00,8.468104580772463308e+00,8.102445391319813339e+00,7.100217116790472183e+00
1.400000000000000000e+01,8.622843416869384825e+00,6.816729395156493787e+00,8.522421549102736194e+00,8.152520696553716917e+00,7.145083063087815489e+00
1.409999999999999964e+01,8.676382989071928620e+00,6.858306216028659641e+00,8.576688556915190276e+00,8.202743058382043984e+00,7.189918965046103949e+00
1.420000000000000107e+01,8.730339126955202644e+00,6.900031168504613177e+00,8.630536482738220272e+00,8.252840178091531698e+00,7.234680158624279933e+00
1.430000000000000071e+01,8.784350221831923378e+00,6.941534686480260952e+00,8.684221442781542066e+00,8.302853103615094099e+00,7.279584318646961982e+00
1.440000000000000036e+01,8.838454414230911382e+00,6.983218803436331612e+00,8.737977773010003446e+00,8.353198400227462628e+00,7.324320741811358282e+00
1.450000000000000000e+01,8.892600838695148724e+00,7.024971210658024212e+00,8.791793826317592320e+00,8.403739882088874680e+00,7.368940113175004747e+00
1.459999999999999964e+01,8.946673203149195785e+00,7.066735675486955692e+00,8.845766778206797909e+00,8.454078880505644378e+00,7.413727960886883572e+00
1.470000000000000107e+01,9.000651002720690741e+00,7.108641679995363560e+00,8.899578923885080428e+00,8.503940804872398118e+00,7.458821448618890848e+00
1.480000000000000071e+01,9.054690458053215707e+00,7.150761460262425651e+00,8.952993191169110077e+00,8.553647938764218139e+00,7.504379183206617121e+00
1.490000000000000036e+01,9.108930758221008617e+00,7.193063207290025574e+00,9.005954460797767069e+00,8.603359269191262371e+00,7.549955768386510613e+00
1.500000000000000000e+01,9.163322727324930028e+00,7.235242102394471075e+00,9.058878807040121828e+00,8.653161430440444946e+00,7.595458974958996023e+00
1.509999999999999964e+01,9.217585202677350154e+00,7.277386338390551046e+00,9.111962782663471927e+00,8.703516801584678220e+00,7.640745585462173750e+00
1.520000000000000107e+01,9.271644365691837919e+00,7.319147198956147626e+00,9.165225283354521579e+00,8.753937173584297682e+00,7.686017246987788987e+00
1.530000000000000071e+01,9.325534779523591666e+00,7.360620747174402290e+00,9.218512042625386371e+00,8.804497140822908463e+00,7.731397847497475162e+00
1.540000000000000036e+01,9.379540054556489537e+00,7.401851563689414881e+00,9.271613548668840465e+00,8.855270186056230841e+00,7.776829778460041531e+00
1.550000000000000000e+01,9.433705942920065368e+00,7.443041757735977093e+00,9.324681522054859784e+00,8.906183819410221858e+00,7.822306004133745105e+00
1.559999999999999964e+01,9.487974804224442948e+00,7.484624324688929242e+00,9.378092344593008889e+00,8.956820560651351570e+00,7.867616726076153810e+00
1.570000000000000107e+01,9.542278105788755127e+00,7.526623177723681835e+00,9.431722305202622891e+00,9.007162679875557743e+00,7.912960282716979599e+00
1.580000000000000071e+01,9.596234923217918933e+00,7.568706407525252366e+00,9.485456796585246764e+00,9.057152787763445900e+00,7.958208392013175647e+00
1.590000000000000036e+01,9.650007056298429475e+00,7.610421877669242718e+00,9.538920998843078536e+00,9.106960715302637510e+00,8.003700090219059149e+00
1.600000000000000000e+01,9.703876823368272397e+00,7.652014532313735629e+00,9.592351217487330217e+00,9.156797006068464029e+00,8.049280857139354595e+00
1.610000000000000142e+01,9.757950168816876158e+00,7.693419461506959323e+00,9.646193715376714550e+00,9.206932053603667399e+00,8.094900659645048790e+00
1.619999999999999929e+01,9.812042184448339199e+00,7.734816803630174320e+00,9.700342654396063580e+00,9.257480888457003232e+00,8.140670302210859077e+00
1.630000000000000071e+01,9.866116989227206702e+00,7.776493996545479348e+00,9.754442715095480665e+00,9.308241194870067403e+00,8.186496532615826993e+00
1.639999999999999858e+01,9.920138120373449553e+00,7.818190438969506495e+00,9.808319006258340522e+00,9.359151574398854478e+00,8.232005630681802799e+00
1.650000000000000000e+01,9.974116944328459411e+00,7.860053122996509600e+00,9.861948402566852678e+00,9.410286751692657603e+00,8.277437235902832313e+00
1.660000000000000142e+01,1.002814023030668444e+01,7.901792272634070358e+00,9.915248299520104780e+00,9.461596558758934350e+00,8.323097580924651240e+00
1.669999999999999929e+01,1.008230298753142407e+01,7.943292618034325514e+00,9.968595576655381763e+00,9.512715903373536008e+00,8.369139612380424254e+00
1.680000000000000071e+01,1.013663545431061586e+01,7.985127409695571110e+00,1.002224489410429342e+01,9.563242873416751166e+00,8.415112079592782734e+00
1.689999999999999858e+01,1.019080080076611594e+01,8.027309858954442490e+00,1.007603771663474035e+01,9.613332615204393861e+00,8.460947488088075730e+00
1.700000000000000000e+01,1.024494053314228736e+01,8.069401002774174714e+00,1.012961060990001627e+01,9.663128530076599887e+00,8.506728861940734632e+00
1.710000000000000142e+01,1.029893428055532745e+01,8.111623030742935114e+00,1.018293974350698150e+01,9.712557625438796194e+00,8.552617605177818660e+00
1.719999999999999929e+01,1.035286208473387859e+01,8.153684610555883339e+00,1.023646512195199776e+01,9.761811084303273489e+00,8.598437048043859221e+00
1.730000000000000071e+01,1.040666993511745808e+01,8.195460455206180939e+00,1.028999657942990886e+01,9.811077308533471708e+00,8.644094697394089977e+00
1.740000000000000213e+01,1.046054171228597340e+01,8.237116481943571600e+00,1.034321402246139954e+01,9.860231633212666935e+00,8.689646940684731646e+00
1.750000000000000000e+01,1.051454697704339303e+01,8.278760223233785354e+00,1.039627165660566455e+01,9.909710705645180084e+00,8.734911016170498144e+00
1.760000000000000142e+01,1.056859693625513152e+01,8.320324736909400443e+00,1.044919504560732015e+01,9.959874965649492040e+00,8.780188870177642713e+00
1.769999999999999929e+01,1.062297874802869302e+01,8.361984008810109614e+00,1.050233160651096220e+01,1.001039357263986318e+01,8.825537491708399074e+00
1.780000000000000071e+01,1.067784241417563251e+01,8.403493142366180280e+00,1.055563825758914476e+01,1.006115949143222110e+01,8.870854661169847333e+00
1.790000000000000213e+01,1.073301861220716802e+01,8.445172857072668293e+00,1.060895681423829018e+01,1.011159731899150671e+01,8.916246571873607252e+00
1.800000000000000000e+01,1.078813586113341749e+01,8.486678463564961916e+00,1.066222817160721092e+01,1.016178346671725663e+01,8.961582444419141424e+00
1.810000000000000142e+01,1.084316448419501100e+01,8.527914513508584093e+00,1.071541395249247586e+01,1.021198645076400346e+01,9.006973573405591793e+00
1.819999999999999929e+01,1.089781763895311073e+01,8.568939797094122568e+00,1.076851180659237706e+01,1.026249848275299925e+01,9.052615385991323649e+00
1.830000000000000071e+01,1.095230366309327863e+01,8.610215699824568247e+00,1.082171395179148377e+01,1.031306905290258058e+01,9.098356687193271952e+00
1.840000000000000213e+01,1.100672266678964384e+01,8.651507112051337600e+00,1.087491643490755067e+01,1.036334656508119068e+01,9.143886868045589367e+00
1.850000000000000000e+01,1.106103535119813763e+01,8.692639744799478763e+00,1.092772931093733213e+01,1.041346085897725615e+01,9.189165455166520502e+00
1.860000000000000142e+01,1.111519004618638995e+01,8.733896061016901413e+00,1.098036684783030559e+01,1.046350409265131276e+01,9.234616205218969753e+00
1.869999999999999929e+01,1.116903727417097869e+01,8.775169225598343559e+00,1.103287156918925405e+01,1.051335494045425278e+01,9.279944845976784151e+00
1.880000000000000071e+01,1.122280434345410605e+01,8.816507240062003703e+00,1.108553510893325367e+01,1.056299329068594162e+01,9.325280476094281568e+00
1.890000000000000213e+01,1.127673481288234214e+01,8.857530943208461238e+00,1.113775418307132625e+01,1.061241460586598961e+01,9.370447495904041801e+00
1.900000000000000000e+01,1.133053309509231710e+01,8.898247679066098925e+00,1.118954752656330776e+01,1.066200075228611688e+01,9.415605954565668512e+00
1.910000000000000142e+01,1.138402061996179704e+01,8.938978225927737498e+00,1.124171668872047825e+01,1.071171710393879017e+01,9.460686226603471027e+00
