lag_ps,msd_Na_seg1_A2,msd_Cl_seg1_A2,msd_Na_seg2_A2,msd_Cl_seg2_A2,msd_Na_seg3_A2,msd_Cl_seg3_A2,msd_Na_seg4_A2,msd_Cl_seg4_A2,msd_Na_seg5_A2,msd_Cl_seg5_A2
1.953000000000000114e+01,6.575257144196124948e+00,6.920527867560868351e+00,3.967076830355138028e+00,7.561608982283498648e+00,4.043382510539348829e+00,5.432776758590825317e+00,6.441863902049338009e+00,7.096931186891077381e+00,4.905633754784206602e+00,7.621544022726778778e+00
1.953999999999999915e+01,6.577632944965437822e+00,6.923734197902774667e+00,3.968370213400289614e+00,7.565527711823985868e+00,4.044980600200798193e+00,5.434220496847729009e+00,6.444422886918943050e+00,7.099578559291633617e+00,4.907692648172706562e+00,7.624280294566561977e+00
1.955000000000000071e+01,6.580034895799410144e+00,6.926934455098540333e+00,3.969664371414981741e+00,7.569423581477678908e+00,4.046618213182164858e+00,5.435645845275846710e+00,6.446927502326202486e+00,7.102225837708538769e+00,4.909794583718071870e+00,7.626989971559585690e+00
1.955999999999999872e+01,6.582483259422449606e+00,6.930139520480603998e+00,3.970951966504420394e+00,7.573289051465640576e+00,4.048284489491771332e+00,5.437058312978820140e+00,6.449387649835661485e+00,7.104871133935294125e+00,4.911943303794386040e+00,7.629676706313123447e+00
1.957000000000000028e+01,6.584993981424847931e+00,6.933360337251555094e+00,3.972226321571630248e+00,7.577115695949651730e+00,4.049966713623512682e+00,5.438462616536570593e+00,6.451815017054688184e+00,7.107513184909533877e+00,4.914142046702402844e+00,7.632345856676882256e+00
1.958000000000000185e+01,6.587578371307106551e+00,6.936607198385407180e+00,3.973482315825836775e+00,7.580894578604475242e+00,4.051651706220376958e+00,5.439863865591563652e+00,6.454220961359498077e+00,7.110151983622706062e+00,4.916391120393573289e+00,7.635002865028133634e+00
1.958999999999999986e+01,6.590240181467227565e+00,6.939889443770330679e+00,3.974716735564255643e+00,7.584619022432712576e+00,4.053327534480041017e+00,5.441269003351148825e+00,6.456615522597284773e+00,7.112787642268996180e+00,4.918689553557492822e+00,7.637651966067519282e+00
1.960000000000000142e+01,6.592974567537459585e+00,6.943214038004384747e+00,3.975929975526620641e+00,7.588287030577248515e+00,4.054984439973575938e+00,5.442685441242556266e+00,6.459008910901015810e+00,7.115418497045406632e+00,4.921038549201512069e+00,7.640297454568383273e+00
1.960999999999999943e+01,6.595769855636711476e+00,6.946584665072679243e+00,3.977126990481751889e+00,7.591900153392860062e+00,4.056611782103213493e+00,5.444119792811578762e+00,6.461411161511652068e+00,7.118041198159586358e+00,4.923442244435629611e+00,7.642945239175535477e+00
1.962000000000000099e+01,6.598610736040977365e+00,6.950001572318058152e+00,3.978314585945390114e+00,7.595461693620039867e+00,4.058196840146255369e+00,5.445578030787405766e+00,6.463830016977264670e+00,7.120652817465630058e+00,4.925905812865064348e+00,7.645600028541315929e+00
1.962999999999999901e+01,6.601481161118758934e+00,6.953462200332505283e+00,3.979498075309335192e+00,7.598977140985236467e+00,4.059727645081927072e+00,5.447066091858257408e+00,6.466269598695286724e+00,7.123251471880513996e+00,4.928433998417037998e+00,7.648265720941178181e+00
1.964000000000000057e+01,6.604366092281547473e+00,6.956959078988038669e+00,3.980680445835398817e+00,7.602453292561108356e+00,4.061195522277106562e+00,5.448588292800504718e+00,6.468729744939196280e+00,7.125839096811792395e+00,4.931028277330925746e+00,7.650946141786606702e+00
1.965000000000000213e+01,6.607253893344231521e+00,6.960481437520836145e+00,3.981862104955518511e+00,7.605897132434254360e+00,4.062595847095918700e+00,5.450148637827137321e+00,6.471207027987292193e+00,7.128419561886409461e+00,4.933685329562795374e+00,7.653646340520405822e+00
1.966000000000000014e+01,6.610133224765017523e+00,6.964016459579466911e+00,3.983042240381141408e+00,7.609314092958830322e+00,4.063927861219013948e+00,5.451751145815567412e+00,6.473696357183466255e+00,7.130996241378252165e+00,4.936395674341358841e+00,7.656371580382685949e+00
1.967000000000000171e+01,6.612990806599510663e+00,6.967551934908588152e+00,3.984219870161818111e+00,7.612708650288867673e+00,4.065196261800171129e+00,5.453400050375559971e+00,6.476188915729703233e+00,7.133571665482672408e+00,4.939144992421372393e+00,7.659126660588147395e+00
1.967999999999999972e+01,6.615814591517012566e+00,6.971075902433956806e+00,3.985393283409425447e+00,7.616084773874856495e+00,4.066413298867217918e+00,5.455098860243891679e+00,6.478673625591198970e+00,7.136147391740191637e+00,4.941916185030537534e+00,7.661914528959515636e+00
1.969000000000000128e+01,6.618596303881165710e+00,6.974577510430429506e+00,3.986558531570639996e+00,7.619446456107173304e+00,4.067597126178617906e+00,5.456849999957670505e+00,6.481141416670118893e+00,7.138724832101167372e+00,4.944690347099822247e+00,7.664738256213663448e+00
1.969999999999999929e+01,6.621330598114803401e+00,6.978046687392362557e+00,3.987710559715269554e+00,7.622797172269650368e+00,4.068769368739926229e+00,5.458653623671119171e+00,6.483589132150013867e+00,7.141304359704134797e+00,4.947447990192396894e+00,7.667600165807495927e+00
1.971000000000000085e+01,6.624013630234060201e+00,6.981473693869607366e+00,3.988846315485817584e+00,7.626138973614533967e+00,4.069952861796521049e+00,5.460508488201520017e+00,6.486020336812945430e+00,7.143885560916891642e+00,4.950173228396175240e+00,7.670502706320639241e+00
1.971999999999999886e+01,6.626644293672408814e+00,6.984849121776657732e+00,3.989966405084629741e+00,7.629472047020322556e+00,4.071168263012285848e+00,5.462412316749357011e+00,6.488444873436126414e+00,7.146467216750693296e+00,4.952856452797504971e+00,7.673448980767009431e+00
1.973000000000000043e+01,6.629224774148844368e+00,6.988164802499808204e+00,3.991073945132692646e+00,7.632795809159391709e+00,4.072429237033140303e+00,5.464362299243601839e+00,6.490877329870806456e+00,7.149046873204535579e+00,4.955494703502375309e+00,7.676443837559872918e+00
1.974000000000000199e+01,6.631760094124867777e+00,6.991414219373439209e+00,3.992171107911275385e+00,7.636108604959663815e+00,4.073741248829106709e+00,5.466355984134604107e+00,6.493335821241708494e+00,7.151621641487098557e+00,4.958090413833208920e+00,7.679490820943208895e+00
1.975000000000000000e+01,6.634256997179799775e+00,6.994594663950806535e+00,3.993259816577370280e+00,7.639408782997394454e+00,4.075101718937105488e+00,5.468390982934447031e+00,6.495838845336186829e+00,7.154191060431053906e+00,4.960651643294081481e+00,7.682592093906578157e+00
1.976000000000000156e+01,6.636723279963335997e+00,6.997707341354195698e+00,3.994344103697140103e+00,7.642695820872493329e+00,4.076501396385923570e+00,5.470464598882409213e+00,6.498401306280265466e+00,7.156756325303831545e+00,4.963188632884016904e+00,7.685747906601402057e+00
1.976999999999999957e+01,6.639168537761943156e+00,7.000757641842110246e+00,3.995430517542025051e+00,7.645971211838987536e+00,4.077927561486136554e+00,5.472574002246896718e+00,6.501030827244682619e+00,7.159319509407851001e+00,4.965710613775412341e+00,7.688959684685603868e+00
1.978000000000000114e+01,6.641606227856597044e+00,7.003756301199643985e+00,3.996526872038183686e+00,7.649237929648734280e+00,4.079368135436279630e+00,5.474716062997351251e+00,6.503728253699559758e+00,7.161882734039996201e+00,4.968225350509006155e+00,7.692228764523999729e+00
1.978999999999999915e+01,6.644049659154209309e+00,7.006718885109610717e+00,3.997641477275228450e+00,7.652499968078302572e+00,4.080814530293985776e+00,5.476886758790947773e+00,6.506487169969251916e+00,7.164449629959323218e+00,4.970739176014010496e+00,7.695556254856885658e+00
1.980000000000000071e+01,6.646506580853762891e+00,7.009662833208829547e+00,3.998781392730023754e+00,7.655761321565212718e+00,4.082263412341648134e+00,5.479082007925999420e+00,6.509294395928214350e+00,7.167022724739910089e+00,4.973255152841886684e+00,7.698940273662988609e+00
1.980999999999999872e+01,6.648979253491928532e+00,7.012604289234269039e+00,3.999951575893776479e+00,7.659024947318540555e+00,4.083717047462483762e+00,5.481299213329773323e+00,6.512132979258069554e+00,7.169602449458674975e+00,4.975771166525185585e+00,7.702377327110291994e+00
1.982000000000000028e+01,6.651467178038798167e+00,7.015554859249403918e+00,4.001156577910488288e+00,7.662290896341295898e+00,4.085183403381734024e+00,5.483537109390908881e+00,6.514986494956695573e+00,7.172187865217046543e+00,4.978281136554471686e+00,7.705864637968513620e+00
1.983000000000000185e+01,6.653968889505500250e+00,7.018521729661352460e+00,4.002401429773527752e+00,7.665557816580650830e+00,4.086675084812703140e+00,5.485795270064304674e+00,6.517843725365076502e+00,7.174778616100878637e+00,4.980777195114354683e+00,7.709403472410252256e+00
1.983999999999999986e+01,6.656481984588860534e+00,7.021509905677053354e+00,4.003691854207608536e+00,7.668823388544467434e+00,4.088206141207308519e+00,5.488073038864740738e+00,6.520696878904270299e+00,7.177374387053463423e+00,4.983253183651407348e+00,7.712996523731407095e+00
1.985000000000000142e+01,6.659003591696457391e+00,7.024522757675305762e+00,4.005032921858855843e+00,7.672085550168124435e+00,4.089787698230129998e+00,5.490372060739819204e+00,6.523540286050121040e+00,7.179975124367040884e+00,4.985707356763707132e+00,7.716646657369046203e+00
1.985999999999999943e+01,6.661530761479493634e+00,7.027560648990698766e+00,4.006425588822145833e+00,7.675341804383915445e+00,4.091424354126565355e+00,5.492696009803138324e+00,6.526372820165170729e+00,7.182580981028858780e+00,4.988141742518608979e+00,7.720356249083743627e+00
1.987000000000000099e+01,6.664059963862188241e+00,7.030620918082011173e+00,4.007866089682538657e+00,7.678589481914141146e+00,4.093112737463242112e+00,5.495051116961481519e+00,6.529199022695435062e+00,7.185193088036031739e+00,4.990559685779948573e+00,7.724126982274362341e+00
1.987999999999999901e+01,6.666588868677314927e+00,7.033699114796515772e+00,4.009346434570971951e+00,7.681825709357010368e+00,4.094841895811015320e+00,5.497443968456561691e+00,6.532026905272207529e+00,7.187811316942120499e+00,4.992964853374827428e+00,7.727959303027647664e+00
1.989000000000000057e+01,6.669118172923567123e+00,7.036789989907838994e+00,4.010856279535722102e+00,7.685049626616919483e+00,4.096595727450808688e+00,5.499880671825483347e+00,6.534865789160966720e+00,7.190434631107318175e+00,4.995362530816773727e+00,7.731851642565238159e+00
1.990000000000000213e+01,6.671653313809694730e+00,7.039886808175278787e+00,4.012385439447355040e+00,7.688262921354660051e+00,4.098356717549778594e+00,5.502365031104545778e+00,6.537725888045246236e+00,7.193062337348869129e+00,4.997757949423424328e+00,7.735798965293181340e+00
1.991000000000000014e+01,6.674205737098696467e+00,7.042981762558964576e+00,4.013924810925955100e+00,7.691467825103472933e+00,4.100109001297154165e+00,5.504899341263341128e+00,6.540617010270352694e+00,7.195695382348535674e+00,5.000153268983221544e+00,7.739793695465948531e+00
1.992000000000000171e+01,6.676789129715928084e+00,7.046066834890337915e+00,4.015465326778736355e+00,7.694667420974831806e+00,4.101840932830668862e+00,5.507484685686557135e+00,6.543545173870686682e+00,7.198334008729009525e+00,5.002547193815619408e+00,7.743825402795904367e+00
1.992999999999999972e+01,6.679413496329219768e+00,7.049134511289278038e+00,4.016996696485199969e+00,7.697865194358377572e+00,4.103545129802635749e+00,5.510120907364365550e+00,6.546511975934716787e+00,7.200977889928076969e+00,5.004937650403563865e+00,7.747883535382375619e+00
1.994000000000000128e+01,6.682081107972130063e+00,7.052178722912079145e+00,4.018508714962545803e+00,7.701065986300199562e+00,4.105217329053538755e+00,5.512806075003904738e+00,6.549514291933039800e+00,7.203626500356493878e+00,5.007324605838499032e+00,7.751958608715982635e+00
1.994999999999999929e+01,6.684785366195431067e+00,7.055196158718388233e+00,4.019995074293139403e+00,7.704275864211941105e+00,4.106855011799136257e+00,5.515536110939068593e+00,6.552544658349834350e+00,7.206279866311957605e+00,5.009709716024524973e+00,7.756044201497313217e+00
1.996000000000000085e+01,6.687513255740213935e+00,7.058183770694471448e+00,4.021456222638480682e+00,7.707502048852354015e+00,4.108456227229607904e+00,5.518305173279013154e+00,6.555592131021935387e+00,7.208937848660620595e+00,5.012094738321057008e+00,7.760135694704079157e+00
1.996999999999999886e+01,6.690245258451044563e+00,7.061138612810168524e+00,4.022899855214443043e+00,7.710752642149973468e+00,4.110019193613352328e+00,5.521107555675415668e+00,6.558643711591211733e+00,7.211600491091853193e+00,5.014479200651534185e+00,7.764230791885103677e+00
1.998000000000000043e+01,6.692956211490898255e+00,7.064060456608192595e+00,4.024337866477853964e+00,7.714035593716055850e+00,4.111542864964614630e+00,5.523937830677722260e+00,6.561686604525558408e+00,7.214267007972491541e+00,5.016860429944042465e+00,7.768327641397572592e+00
1.999000000000000199e+01,6.695619907385030878e+00,7.066952063819087471e+00,4.025782289393974978e+00,7.717356108054350905e+00,4.113030063312752560e+00,5.526790830767778218e+00,6.564710158172390564e+00,7.216933947293777685e+00,5.019235002414701441e+00,7.772424945534377905e+00
2.000000000000000000e+01,6.698214864168316574e+00,7.069816061701128085e+00,4.027244143123608566e+00,7.720716614820996249e+00,4.114489608655020447e+00,5.529661574064062890e+00,6.567704782915885886e+00,7.219595234648535254e+00,5.021597918530334326e+00,7.776520873423590885e+00
2.001000000000000156e+01,6.700728323832594313e+00,7.072654270888784289e+00,4.028731392306159620e+00,7.724117732216800647e+00,4.115934048583899774e+00,5.532546733738355371e+00,6.570663608210992379e+00,7.222243065598762612e+00,5.023944216751810465e+00,7.780611267773603679e+00
2.001999999999999957e+01,6.703157893496761055e+00,7.075469203338128565e+00,4.030244980411676892e+00,7.727560286242432852e+00,4.117379248998121355e+00,5.535444159742382908e+00,6.573584896260822319e+00,7.224869064241444150e+00,5.026272291242435131e+00,7.784691135057162370e+00
2.003000000000000114e+01,6.705511969943226624e+00,7.078265400120591799e+00,4.031778259333963277e+00,7.731043199048226455e+00,4.118843684732553356e+00,5.538352831026505108e+00,6.576472677603151240e+00,7.227465398364453897e+00,5.028585287924632219e+00,7.788756449512163726e+00
2.003999999999999915e+01,6.707809361560502559e+00,7.081048590013198307e+00,4.033318964935249440e+00,7.734562382150967252e+00,4.120345608582994146e+00,5.541272532988323896e+00,6.579334851661043260e+00,7.230027329405396053e+00,5.030890070925187807e+00,7.792803220850418100e+00
2.005000000000000071e+01,6.710075926731822626e+00,7.083823231217479588e+00,4.034849633730370755e+00,7.738109942307870526e+00,4.121898491060638214e+00,5.544203916922665343e+00,6.582182490060663582e+00,7.232554639750497394e+00,5.033196869195358580e+00,7.796828423965974864e+00
2.005999999999999872e+01,6.712339955499146527e+00,7.086592624173325028e+00,4.036349024338938385e+00,7.741676203888498087e+00,4.123507902064621256e+00,5.547147484798466088e+00,6.585029591662731718e+00,7.235050279239538362e+00,5.035517806481133896e+00,7.800830191487439613e+00
2.007000000000000028e+01,6.714627407966089478e+00,7.089359081679156738e+00,4.037798428360626524e+00,7.745250337459064660e+00,4.125173268634777735e+00,5.550102611528946461e+00,6.587891651478624766e+00,7.237517959966049297e+00,5.037862709582435095e+00,7.804806946911400090e+00
2.008000000000000185e+01,6.716957954392897889e+00,7.092123588561744185e+00,4.039187634579339381e+00,7.748821193087747972e+00,4.126888696272724921e+00,5.553066855843123761e+00,6.590780856378014363e+00,7.239962697443950823e+00,5.040236354447497291e+00,7.808757820177460118e+00
2.008999999999999986e+01,6.719343785218585552e+00,7.094886239871950551e+00,4.040516564631031926e+00,7.752378739673613239e+00,4.128641163835457206e+00,5.556035884698543370e+00,6.593702418212340710e+00,7.242391201728834105e+00,5.042637140966942155e+00,7.812682497661715075e+00
2.010000000000000142e+01,6.721792281123088131e+00,7.097648671458943070e+00,4.041795323857210853e+00,7.755914943757602487e+00,4.130413108312473547e+00,5.559002541694326283e+00,6.596654905014237791e+00,7.244812599250495921e+00,5.045058674140439514e+00,7.816580741639345575e+00
2.010999999999999943e+01,6.724307823737571965e+00,7.100412770103742943e+00,4.043042833199359087e+00,7.759423488144029157e+00,4.132186215344849423e+00,5.561958726178356294e+00,6.599632339242838874e+00,7.247236396497132915e+00,5.047490360068782600e+00,7.820452878046170397e+00
2.012000000000000099e+01,6.726889555686688560e+00,7.103179804817987275e+00,4.044284652821321657e+00,7.762898811905561303e+00,4.133944138977511784e+00,5.564896596295416664e+00,6.602625032053285992e+00,7.249670630404340343e+00,5.049919405119725369e+00,7.824300067657639524e+00
2.012999999999999901e+01,6.729528822713866099e+00,7.105950980227444091e+00,4.045548819351283854e+00,7.766336268178147151e+00,4.135674592364880553e+00,5.567809373897767422e+00,6.605619903135931281e+00,7.252120822234871866e+00,5.052334842008248117e+00,7.828123834062561848e+00
2.014000000000000057e+01,6.732210078402090403e+00,7.108729529407437298e+00,4.046859859215282462e+00,7.769732870318762252e+00,4.137368873284158255e+00,5.570690650471060046e+00,6.608602961907028117e+00,7.254590616461680241e+00,5.054729544027704691e+00,7.831925858066761670e+00
2.015000000000000213e+01,6.734915239360778294e+00,7.111520160447627248e+00,4.048233893412575668e+00,7.773087414662692929e+00,4.139019799964036572e+00,5.573534113611180452e+00,6.611562471120789652e+00,7.257084254638205500e+00,5.057099435984974356e+00,7.835706870772772170e+00
2.016000000000000014e+01,6.737628138913773768e+00,7.114325360474222038e+00,4.049677711179520578e+00,7.776399831215574210e+00,4.140621689836434527e+00,5.576333052238339860e+00,6.614488852023526988e+00,7.259608259328988566e+00,5.059444291538840233e+00,7.839466779362680882e+00
2.017000000000000171e+01,6.740336455633395119e+00,7.117142378233331179e+00,4.051187733951833181e+00,7.779671042913321344e+00,4.142173345414821739e+00,5.579081803685293828e+00,6.617375583487210555e+00,7.262169231141702319e+00,5.061767083933887079e+00,7.843206357771047799e+00
2.017999999999999972e+01,6.743032222138367615e+00,7.119965710287614158e+00,4.052750611961477567e+00,7.782904073180367810e+00,4.143678797658184365e+00,5.581775730735677676e+00,6.620222145016056103e+00,7.264770875907572645e+00,5.064072721177461212e+00,7.846927225290477814e+00
2.019000000000000128e+01,6.745711882264212811e+00,7.122791434931944110e+00,4.054347292660732904e+00,7.786103055588556643e+00,4.145145740731032369e+00,5.584411316439848783e+00,6.623036687354012741e+00,7.267413049462782659e+00,5.066366559509806855e+00,7.850632375358543413e+00
2.019999999999999929e+01,6.748375155193040875e+00,7.125617903027634981e+00,4.055956840715418288e+00,7.789272234394881700e+00,4.146582991348272351e+00,5.586985780277769820e+00,6.625832572596793923e+00,7.270093574496993227e+00,5.068654096919810392e+00,7.854327116441911727e+00
2.021000000000000085e+01,6.751021523135547042e+00,7.128442931032269669e+00,4.057560214988809477e+00,7.792415608618727063e+00,4.147999139600402785e+00,5.589497724133227763e+00,6.628622429844458708e+00,7.272807559567796787e+00,5.070939533246733077e+00,7.858017036135290567e+00
2.021999999999999886e+01,6.753647855821516721e+00,7.131264705320770503e+00,4.059140969352404760e+00,7.795537314192744205e+00,4.149399599902668712e+00,5.591947813713185944e+00,6.631414875341391735e+00,7.275547538145840321e+00,5.073223816216493098e+00,7.861706090217745135e+00
2.023000000000000043e+01,6.756247910922884792e+00,7.134083769405561881e+00,4.060685340761734707e+00,7.798641939653634836e+00,4.150784888114476878e+00,5.594340599504208811e+00,6.634214249224925197e+00,7.278303744041504153e+00,5.075503744514782589e+00,7.865395465163778077e+00
2.024000000000000199e+01,6.758815378272130303e+00,7.136902363904052748e+00,4.062184008057515783e+00,7.801733292718830093e+00,4.152153792230886431e+00,5.596684847349902014e+00,6.637018978483973264e+00,7.281065727586703673e+00,5.077773337028310685e+00,7.869084497117682986e+00
2.025000000000000000e+01,6.761350154511275079e+00,7.139723037980546749e+00,4.063633140269526933e+00,7.804814214571182518e+00,4.153504412439398941e+00,5.598991494999824070e+00,6.639821627499767231e+00,7.283822823540251790e+00,5.080024774559370293e+00,7.872771201602891011e+00
2.026000000000000156e+01,6.763859865851638453e+00,7.142549022257589364e+00,4.065033969536822944e+00,7.807885991408631376e+00,4.154834826966268935e+00,5.601271086550203115e+00,6.642611252222129004e+00,7.286566135628586238e+00,5.082248602175531538e+00,7.876451753520743893e+00
2.026999999999999957e+01,6.766355608643241482e+00,7.145384150673730339e+00,4.066392129831188029e+00,7.810948850640475172e+00,4.156144410974241588e+00,5.603533311662242333e+00,6.645378582307210458e+00,7.289289455955984209e+00,5.084435987522094358e+00,7.880120250990261255e+00
2.028000000000000114e+01,6.768848414585558970e+00,7.148233253410536392e+00,4.067714774141768963e+00,7.814003413353368011e+00,4.157431789600656735e+00,5.605786729159319748e+00,6.648117505666720106e+00,7.291990442953464324e+00,5.086581276992969691e+00,7.883770398308361571e+00
2.028999999999999915e+01,6.771353029685353242e+00,7.151101563286967888e+00,4.069008839585738002e+00,7.817051882822125819e+00,4.158693248363751316e+00,5.608038013897139074e+00,6.650825695495431233e+00,7.294667719677925710e+00,5.088684137761788406e+00,7.887397694557510164e+00
2.030000000000000071e+01,6.773889162756448812e+00,7.153994153338676831e+00,4.070281524096133197e+00,7.820097855123346875e+00,4.159925510143093419e+00,5.610290302910255988e+00,6.653505682806827970e+00,7.297320492935215341e+00,5.090751304446421877e+00,7.890999895269191100e+00
2.030999999999999872e+01,6.776474908264036756e+00,7.156915146896867697e+00,4.071540176887377349e+00,7.823145731157903349e+00,4.161129408804210783e+00,5.612543533172527077e+00,6.656162286272638617e+00,7.299949723824385117e+00,5.092795918766682917e+00,7.894578332887817851e+00
2.032000000000000028e+01,6.779121915636324047e+00,7.159867422069093656e+00,4.072790737112594428e+00,7.826200708121329619e+00,4.162309663204003307e+00,5.614796228440973813e+00,6.658801268813338226e+00,7.302559212204578820e+00,5.094836078413600866e+00,7.898136867807384220e+00
2.033000000000000185e+01,6.781836819930011195e+00,7.162853549194955427e+00,4.074037176221619205e+00,7.829267654193977855e+00,4.163472326759814379e+00,5.617046674523742844e+00,6.661430780015946240e+00,7.305153359996868545e+00,5.096894071816336691e+00,7.901680770953324107e+00
2.033999999999999986e+01,6.784622363678914247e+00,7.165875431167004983e+00,4.075282728562241275e+00,7.832350133485324939e+00,4.164626425218475703e+00,5.619292823435980466e+00,6.664063239599976818e+00,7.307737118782180907e+00,5.098993610013830668e+00,7.905214259360693774e+00
2.035000000000000142e+01,6.787474720498185121e+00,7.168934079350744781e+00,4.076531003981589407e+00,7.835453638504039198e+00,4.165787292271188491e+00,5.621531736153965397e+00,6.666715044814379709e+00,7.310315763429002800e+00,5.101156028406269805e+00,7.908739104720268642e+00
2.035999999999999943e+01,6.790383346190619562e+00,7.172028255249295547e+00,4.077786370436718322e+00,7.838584100090681517e+00,4.166973971906388741e+00,5.623758936476134451e+00,6.669402845612444786e+00,7.312895692513241563e+00,5.103396106645252672e+00,7.912254389771040231e+00
2.037000000000000099e+01,6.793334200025090475e+00,7.175153289189406536e+00,4.079054664937962649e+00,7.841745952792065211e+00,4.168204661410824130e+00,5.625968537303915440e+00,6.672140151096758842e+00,7.315483389257457780e+00,5.105719510013216222e+00,7.915760073878566949e+00
2.037999999999999901e+01,6.796311248846437891e+00,7.178301711498944471e+00,4.080343368307637775e+00,7.844940745712777996e+00,4.169494665961735791e+00,5.628153470469417385e+00,6.674933531339187986e+00,7.318084594133678067e+00,5.108121958852336775e+00,7.919258642630527589e+00
2.039000000000000057e+01,6.799296780505055260e+00,7.181464665656524637e+00,4.081661916568922521e+00,7.848166894135039762e+00,4.170852208899507474e+00,5.630306955137225344e+00,6.677783659763927737e+00,7.320703578064946981e+00,5.110590263814206224e+00,7.922753615557313722e+00
2.040000000000000213e+01,6.802272606256230425e+00,7.184633004455185379e+00,4.083021397974552436e+00,7.851420913518463607e+00,4.172276250505670525e+00,5.632424073478325077e+00,6.680685750375927157e+00,7.323342163404068295e+00,5.113106795025714746e+00,7.926246541072739404e+00
2.041000000000000014e+01,6.805220400384036417e+00,7.187797903418072565e+00,4.084433741616964042e+00,7.854699881609324308e+00,4.173756370256591630e+00,5.634501626279440956e+00,6.683630536571115499e+00,7.326000541941393607e+00,5.115655491405100896e+00,7.929738260918365533e+00
2.042000000000000171e+01,6.808122024816409379e+00,7.190952164469270436e+00,4.085910633810379444e+00,7.858002416714062299e+00,4.175276688601185171e+00,5.636537542410192003e+00,6.686605916700064434e+00,7.328678513578633869e+00,5.118223513196716645e+00,7.933228416133045968e+00
2.042999999999999972e+01,6.810962151343037618e+00,7.194089105631797487e+00,4.087461867955015649e+00,7.861327475766213269e+00,4.176819278527590384e+00,5.638531092544231349e+00,6.689600781088734571e+00,7.331375356149142597e+00,5.120800237083250828e+00,7.936716510181004658e+00
2.044000000000000128e+01,6.813732793435867130e+00,7.197202131261393632e+00,4.089092951702500756e+00,7.864672912050240328e+00,4.178365928690039866e+00,5.640484990863727788e+00,6.692603808163855916e+00,7.334088620407214876e+00,5.123378974270654140e+00,7.940202695304189540e+00
2.044999999999999929e+01,6.816432973858620237e+00,7.200283917963032465e+00,4.090802002283311367e+00,7.868036496443431282e+00,4.179898771147788850e+00,5.642406872290469444e+00,6.695604620267378237e+00,7.336815242588948571e+00,5.125957762548877028e+00,7.943687424304105349e+00
2.046000000000000085e+01,6.819068504767636263e+00,7.203327861415819378e+00,4.092577361003189473e+00,7.871416082722166863e+00,4.181401810542392461e+00,5.644309764155378772e+00,6.698592670488563883e+00,7.339551903223575202e+00,5.128540168277778477e+00,7.947170451136697622e+00
2.046999999999999886e+01,6.821652412632324136e+00,7.206330027674160199e+00,4.094399519932348852e+00,7.874810671167072229e+00,4.182860779376176730e+00,5.646208685520004877e+00,6.701559303744851981e+00,7.342294702868666256e+00,5.131133655222090972e+00,7.950652307337937152e+00
2.048000000000000043e+01,6.824205599660483124e+00,7.209290116428235251e+00,4.096247289411138581e+00,7.878221013269536499e+00,4.184265313086143578e+00,5.648117078334331076e+00,6.704500249781994548e+00,7.345038585209181292e+00,5.133747285890826184e+00,7.954136423415371304e+00
2.049000000000000199e+01,6.826753681522315986e+00,7.212208496500668531e+00,4.098101546169298892e+00,7.881650958432828702e+00,4.185612134172243870e+00,5.650046964473081523e+00,6.707417454271844548e+00,7.347776388527841540e+00,5.136389243066831867e+00,7.957628165935779485e+00
2.050000000000000000e+01,6.829320328432351594e+00,7.215085266332323499e+00,4.099946948481226094e+00,7.885107240576808785e+00,4.186906773478991539e+00,5.652011187909415035e+00,6.710316021444018730e+00,7.350496896840493122e+00,5.139064005601609253e+00,7.961132492474955136e+00
2.051000000000000156e+01,6.831922929150847423e+00,7.217921455994813940e+00,4.101771758356139941e+00,7.888598809302525439e+00,4.188163076286248732e+00,5.654020762545473033e+00,6.713201191772236065e+00,7.353188899603493311e+00,5.141770228775682128e+00,7.964652404597978297e+00
2.051999999999999957e+01,6.834571686192488116e+00,7.220720244031389790e+00,4.103567511768265064e+00,7.892134404944682657e+00,4.189398205839343525e+00,5.656083897260127280e+00,6.716076774338897160e+00,7.355843857186591173e+00,5.144500382642068104e+00,7.968190157407288865e+00
2.053000000000000114e+01,6.837271268077996567e+00,7.223485364560992217e+00,4.105330358028242088e+00,7.895720720606100862e+00,4.190629387384967153e+00,5.658203673484838880e+00,6.718946076948792090e+00,7.358456378125342923e+00,5.147242836738769256e+00,7.971748238030158973e+00
2.053999999999999915e+01,6.840021443208424756e+00,7.226220949150079065e+00,4.107061167895579956e+00,7.899362686287626723e+00,4.191872196563758202e+00,5.660378947275571448e+00,6.721812072228838808e+00,7.361022238818331509e+00,5.149983879277000298e+00,7.975329645208982576e+00
2.055000000000000071e+01,6.842817655043006653e+00,7.228931680568261520e+00,4.108762629532520805e+00,7.903062552093786053e+00,4.193139558801906475e+00,5.662606968336894475e+00,6.724679591603701212e+00,7.363539250584229201e+00,5.152708508594457726e+00,7.978937621322952367e+00
2.055999999999999872e+01,6.845652046831832038e+00,7.231623782459767114e+00,4.110436279525035985e+00,7.906817802142061424e+00,4.194440949104805583e+00,5.664883719310144450e+00,6.727554261920776213e+00,7.366007546602929779e+00,5.155401720958177059e+00,7.982575348989560560e+00
