lag_ps,msd_Na_seg1_A2,msd_Cl_seg1_A2,msd_Na_seg2_A2,msd_Cl_seg2_A2,msd_Na_seg3_A2,msd_Cl_seg3_A2,msd_Na_seg4_A2,msd_Cl_seg4_A2,msd_Na_seg5_A2,msd_Cl_seg5_A2
6.875000000000000000e+01,1.752128481100074353e+01,2.259205152234190805e+01,1.195691351873428410e+01,2.664100529504151638e+01,1.017436735390714020e+01,2.031570740812919951e+01,1.344519456482441200e+01,2.169606029845762407e+01,1.438816545905766908e+01,2.837412006045077106e+01
6.876000000000000512e+01,1.752244311264603738e+01,2.259561132507004189e+01,1.195826625751439920e+01,2.664555965174490026e+01,1.017550146974557634e+01,2.032051593781560328e+01,1.344697176927575022e+01,2.169582517808131072e+01,1.438828016309329527e+01,2.837786372031237292e+01
6.876999999999999602e+01,1.752361105280210296e+01,2.259918420780140380e+01,1.195962464734633635e+01,2.665010326478441982e+01,1.017662256247004038e+01,2.032522666872785067e+01,1.344881127372429219e+01,2.169556592774673121e+01,1.438847353408095842e+01,2.838161191432132924e+01
6.878000000000000114e+01,1.752475282171099735e+01,2.260275892733222491e+01,1.196101238380205345e+01,2.665465555678014908e+01,1.017774869711562147e+01,2.032984873125158387e+01,1.345073795379239101e+01,2.169528871639645118e+01,1.438875994468187081e+01,2.838536025424889431e+01
6.879000000000000625e+01,1.752583662041922707e+01,2.260632548723685176e+01,1.196244108189104871e+01,2.665922802944741932e+01,1.017889132546506303e+01,2.033439939793316142e+01,1.345277745567977234e+01,2.169499841047856137e+01,1.438914000490705547e+01,2.838910385549048954e+01
6.879999999999999716e+01,1.752683489157671204e+01,2.260987333486092865e+01,1.196391693002267864e+01,2.666382690390575405e+01,1.018005424612826104e+01,2.033890076394641966e+01,1.345495235464270856e+01,2.169469058391651473e+01,1.438960904778241456e+01,2.839283518791392424e+01
6.881000000000000227e+01,1.752772440096096318e+01,2.261339206331048501e+01,1.196545001722044255e+01,2.666846131149275578e+01,1.018123772280410577e+01,2.034337808197245323e+01,1.345727009887280445e+01,2.169435327908523448e+01,1.439016297028372371e+01,2.839655512160716455e+01
6.882000000000000739e+01,1.752849330291167718e+01,2.261687180392534202e+01,1.196705722772443536e+01,2.667314116753816222e+01,1.018244170122548908e+01,2.034785300247036943e+01,1.345972338526668999e+01,2.169397574028051423e+01,1.439079304489217748e+01,2.840026901401462567e+01
6.882999999999999829e+01,1.752915518293799124e+01,2.262030418140497900e+01,1.196875504229148746e+01,2.667787678843399846e+01,1.018367168939657397e+01,2.035234039548039675e+01,1.346230337978807690e+01,2.169354983675128068e+01,1.439148204458203040e+01,2.840397822803878825e+01
6.884000000000000341e+01,1.752973644617349436e+01,2.262367904324308654e+01,1.197054449472427784e+01,2.668267532136922426e+01,1.018492835600127933e+01,2.035685093069449536e+01,1.346499844740621121e+01,2.169307294462521440e+01,1.439220423179119734e+01,2.840767305491161565e+01
6.885000000000000853e+01,1.753025414824672623e+01,2.262698218819266671e+01,1.197240462019710883e+01,2.668753091092765573e+01,1.018620450746284867e+01,2.036139340134574738e+01,1.346778696159065447e+01,2.169255362436590318e+01,1.439292787852251543e+01,2.841133503192237697e+01
6.885999999999999943e+01,1.753071062578217365e+01,2.263020279498048026e+01,1.197429976324841405e+01,2.669242558009303323e+01,1.018748613544367210e+01,2.036597254962136105e+01,1.347063876913975733e+01,2.169201394896979096e+01,1.439362649854400722e+01,2.841494319524101897e+01
6.887000000000000455e+01,1.753111309926286410e+01,2.263333407538888409e+01,1.197620231645990785e+01,2.669733872689248955e+01,1.018875471652608411e+01,2.037058675949212727e+01,1.347352173492097549e+01,2.169148673564073704e+01,1.439428374747584272e+01,2.841848412832027648e+01
6.887999999999999545e+01,1.753148125485647313e+01,2.263636996039891969e+01,1.197809990948869441e+01,2.670225633333396686e+01,1.018998623933709524e+01,2.037522512230759020e+01,1.347640949936101151e+01,2.169100900279782351e+01,1.439489259046149527e+01,2.842195947199477146e+01
6.889000000000000057e+01,1.753183758490418498e+01,2.263930726637223145e+01,1.197999219177320818e+01,2.670716523912540197e+01,1.019115544513583238e+01,2.037987184968943666e+01,1.347928691889091191e+01,2.169061431575850563e+01,1.439545493643826468e+01,2.842538172670836261e+01
6.890000000000000568e+01,1.753219837963503380e+01,2.264214547533868682e+01,1.198188568173477364e+01,2.671204522166070561e+01,1.019224362648661319e+01,2.038451033249971545e+01,1.348214561591215777e+01,2.169032633419347533e+01,1.439597786146329206e+01,2.842876574450589544e+01
6.890999999999999659e+01,1.753257364313175870e+01,2.264488773570478486e+01,1.198379565361693011e+01,2.671688052556255144e+01,1.019324187731568010e+01,2.038912440357198363e+01,1.348497572757039187e+01,2.169016064525559884e+01,1.439646573654774464e+01,2.843212981014460894e+01
6.892000000000000171e+01,1.753296900092114186e+01,2.264754315005014362e+01,1.198574483944334368e+01,2.672166436607792050e+01,1.019414744730689115e+01,2.039370944092311433e+01,1.348776969250707936e+01,2.169012493246814088e+01,1.439692322343208630e+01,2.843549047317986833e+01
6.893000000000000682e+01,1.753337959738749063e+01,2.265012179047511154e+01,1.198775864014718984e+01,2.672639600833631945e+01,1.019497134684646866e+01,2.039827257486945911e+01,1.349053056080067137e+01,2.169022033787068438e+01,1.439736251769385156e+01,2.843885862280608734e+01
6.893999999999999773e+01,1.753378814315056644e+01,2.265262378391707188e+01,1.198986361654213617e+01,2.673107551762054968e+01,1.019573826156347174e+01,2.040282773478247691e+01,1.349326705973306062e+01,2.169044014278910737e+01,1.439779683283458311e+01,2.844224687422005715e+01
6.895000000000000284e+01,1.753417417301178816e+01,2.265504363682236288e+01,1.199208272905642758e+01,2.673569718797313044e+01,1.019647649811693313e+01,2.040738916800116343e+01,1.349598766398538352e+01,2.169076714783466286e+01,1.439823813661612029e+01,2.844567206400927262e+01
6.896000000000000796e+01,1.753451960450943048e+01,2.265738500881361972e+01,1.199442671511582859e+01,2.674025531486301333e+01,1.019720926153948071e+01,2.041196914323490574e+01,1.349869990158234501e+01,2.169117632306371490e+01,1.439869825088693034e+01,2.844915033995019016e+01
6.896999999999999886e+01,1.753481725678910408e+01,2.265966016153022622e+01,1.199689398205334356e+01,2.674475802432142757e+01,1.019795182118116017e+01,2.041657477490665329e+01,1.350141650842882868e+01,2.169165247661426932e+01,1.439918487466583308e+01,2.845269524612141865e+01
6.898000000000000398e+01,1.753507829086490588e+01,2.266188543849952808e+01,1.199947449009291844e+01,2.674922576736193847e+01,1.019871378952186980e+01,2.042121171396289370e+01,1.350415843428913831e+01,2.169218758493544286e+01,1.439969977029752179e+01,2.845631837253642971e+01
6.898999999999999488e+01,1.753532773378571363e+01,2.266406934099301651e+01,1.200214848460777262e+01,2.675367402629420610e+01,1.019949993819566103e+01,2.042588320574250460e+01,1.350694342138285720e+01,2.169277503232769533e+01,1.440024122018456154e+01,2.846002767941741496e+01
6.900000000000000000e+01,1.753559566171117723e+01,2.266621389832460665e+01,1.200487968677652795e+01,2.675811254217484958e+01,1.020030196413824441e+01,2.043058660907102464e+01,1.350977506287207142e+01,2.169341042793315921e+01,1.440080284572261249e+01,2.846382251441367117e+01
6.901000000000000512e+01,1.753591469424734228e+01,2.266832222992713497e+01,1.200762029999920166e+01,2.676255003169428903e+01,1.020109784163255284e+01,2.043531232844044609e+01,1.351264726356495416e+01,2.169409702260705686e+01,1.440136891804332997e+01,2.846769215277404541e+01
6.901999999999999602e+01,1.753631662413775061e+01,2.267040749395492227e+01,1.201032589628936087e+01,2.676699924196268299e+01,1.020186637959003306e+01,2.044004811000661448e+01,1.351555626629859042e+01,2.169484861235762096e+01,1.440191711563368138e+01,2.847161923663963279e+01
6.903000000000000114e+01,1.753682666531856782e+01,2.267248643214771420e+01,1.201295941414054802e+01,2.677147582425469352e+01,1.020260263697695891e+01,2.044478568709073940e+01,1.351849941419360590e+01,2.169568149579167127e+01,1.440242013751103300e+01,2.847558730437907570e+01
6.904000000000000625e+01,1.753745486765942374e+01,2.267457623288882118e+01,1.201549110849020963e+01,2.677599265398334438e+01,1.020331969394479543e+01,2.044952369149966032e+01,1.352147066113363749e+01,2.169660672887744823e+01,1.440285207545468182e+01,2.847958125275181374e+01
6.904999999999999716e+01,1.753818782775249474e+01,2.267668845354073071e+01,1.201790294561879335e+01,2.678055383212756624e+01,1.020404057400356379e+01,2.045426561823102674e+01,1.352446135461638477e+01,2.169763058330633854e+01,1.440319813804289772e+01,2.848358681352161526e+01
6.906000000000000227e+01,1.753900030438211388e+01,2.267882878521927736e+01,1.202019003747511761e+01,2.678515219536135916e+01,1.020478745029224221e+01,2.045902065717957186e+01,1.352746789517523318e+01,2.169875359269925141e+01,1.440346380965825546e+01,2.848759291735144927e+01
6.907000000000000739e+01,1.753985450851837413e+01,2.268099537828246426e+01,1.202235361568027194e+01,2.678977506388435614e+01,1.020558323148172342e+01,2.046380039464034084e+01,1.353048783108908282e+01,2.169996549079351311e+01,1.440366979651348522e+01,2.849159602307814509e+01
6.907999999999999829e+01,1.754069906759549013e+01,2.268318575137821824e+01,1.202440162852426653e+01,2.679440667881127425e+01,1.020644942135165678e+01,2.046861246590606243e+01,1.353351281274957074e+01,2.170125522101242765e+01,1.440384044913754558e+01,2.849559953370958709e+01
6.909000000000000341e+01,1.754147978617414338e+01,2.268539528308834363e+01,1.202635594972997879e+01,2.679902826380213554e+01,1.020740772154396403e+01,2.047345723814392215e+01,1.353652328087201795e+01,2.170260858936568837e+01,1.440399705290501409e+01,2.849961016842529204e+01
6.910000000000000853e+01,1.754216511126399780e+01,2.268762465722736366e+01,1.202825024456458891e+01,2.680361827449375411e+01,1.020846971065982167e+01,2.047833313872388317e+01,1.353949083082112992e+01,2.170400734063610315e+01,1.440416551515299837e+01,2.850364175413684720e+01
6.910999999999999943e+01,1.754274567254412176e+01,2.268988516258231769e+01,1.203011056597285666e+01,2.680816019601424216e+01,1.020963400165849322e+01,2.048324182438026853e+01,1.354238781382735368e+01,2.170543396408978865e+01,1.440437083760785875e+01,2.850770887588266334e+01
6.912000000000000455e+01,1.754322454937251408e+01,2.269219379034032258e+01,1.203195366401401678e+01,2.681264590394259173e+01,1.021089373085876417e+01,2.048818347139781793e+01,1.354519232614394930e+01,2.170687611771163361e+01,1.440462367876492422e+01,2.851181676771543394e+01
6.912999999999999545e+01,1.754361222337893622e+01,2.269456852729837948e+01,1.203380275427517532e+01,2.681707731742254097e+01,1.021224296863538505e+01,2.049315310652423960e+01,1.354788807509783766e+01,2.170831280330176227e+01,1.440491823697371743e+01,2.851596347950654931e+01
6.914000000000000057e+01,1.754393039014174960e+01,2.269702905323531184e+01,1.203568174893880283e+01,2.682146692578833580e+01,1.021367169892133830e+01,2.049814371530634816e+01,1.355046428101467093e+01,2.170971631329627627e+01,1.440524898876100224e+01,2.852014949468329874e+01
6.915000000000000568e+01,1.754420828430039592e+01,2.269959216345028352e+01,1.203761022687946713e+01,2.682583442982452837e+01,1.021516223478637464e+01,2.050315223614514082e+01,1.355291608573505968e+01,2.171105864339183000e+01,1.440560940390483680e+01,2.852437995507252211e+01
6.915999999999999659e+01,1.754447573777711611e+01,2.270226568349501406e+01,1.203960159174832611e+01,2.683020619931372508e+01,1.021669136932607991e+01,2.050817760608074636e+01,1.355524695910107091e+01,2.171231264052208587e+01,1.440598939214042140e+01,2.852866431630119237e+01
6.917000000000000171e+01,1.754475730192390515e+01,2.270504521932692299e+01,1.204165567538371562e+01,2.683460370907326009e+01,1.021823278654090039e+01,2.051322116247951044e+01,1.355746852738086083e+01,2.171345252221442479e+01,1.440637366294422250e+01,2.853300670269257822e+01
6.918000000000000682e+01,1.754506052678562611e+01,2.270791627174691740e+01,1.204375067076519024e+01,2.683903714669393992e+01,1.021976057327949228e+01,2.051828053404765129e+01,1.355960620961522167e+01,2.171446411427312739e+01,1.440674643141026401e+01,2.853740696025586487e+01
6.918999999999999773e+01,1.754537702735798987e+01,2.271086394870042113e+01,1.204585022517604997e+01,2.684351560214847510e+01,1.022125958001696411e+01,2.052335070355151458e+01,1.356169598842285495e+01,2.171534650443395975e+01,1.440709740889212753e+01,2.854186672112431822e+01
6.920000000000000284e+01,1.754568723968490929e+01,2.271388042432755583e+01,1.204791636774100994e+01,2.684805685370924522e+01,1.022272730360800352e+01,2.052842244004334304e+01,1.356376939130782588e+01,2.171610553541228938e+01,1.440743034825869273e+01,2.854638716924257125e+01
6.921000000000000796e+01,1.754596876782911963e+01,2.271696112301808412e+01,1.204991718559235636e+01,2.685267628429767939e+01,1.022416029003565541e+01,2.053348976400757664e+01,1.356584229562177946e+01,2.171674720246600643e+01,1.440775717806113576e+01,2.855096129628820734e+01
6.921999999999999886e+01,1.754619414524624688e+01,2.272009960328032108e+01,1.205183202376036178e+01,2.685738106365287692e+01,1.022554917434920618e+01,2.053854820208983512e+01,1.356791924210615896e+01,2.171728258675052103e+01,1.440808384457829305e+01,2.855557530692068724e+01
6.923000000000000398e+01,1.754633201408803700e+01,2.272328545358514518e+01,1.205365077895861781e+01,2.686217168615909046e+01,1.022688481303016594e+01,2.054359770076932534e+01,1.356999827835933381e+01,2.171771549346955865e+01,1.440840922893868203e+01,2.856020895743915133e+01
6.923999999999999488e+01,1.754635755573399081e+01,2.272650812650211094e+01,1.205537563867924078e+01,2.686704373324187856e+01,1.022816912953114077e+01,2.054863367098397475e+01,1.357207619709967261e+01,2.171804453467360219e+01,1.440873444424777716e+01,2.856483724993179507e+01
6.925000000000000000e+01,1.754626503880362876e+01,2.272975535814657633e+01,1.205701490900645467e+01,2.687198434817491943e+01,1.022941372954121775e+01,2.055365572249935724e+01,1.357415167584284887e+01,2.171826575162416972e+01,1.440906246067037699e+01,2.856943518986931352e+01
6.926000000000000512e+01,1.754606667405279552e+01,2.273301724022853065e+01,1.205857388957936571e+01,2.687697466165854365e+01,1.023062791255762249e+01,2.055866635686647470e+01,1.357622545220718990e+01,2.171837622126304979e+01,1.440939565830186453e+01,2.857398349676695304e+01
6.926999999999999602e+01,1.754579363102466516e+01,2.273628595411253883e+01,1.206005735835105952e+01,2.688199967703395288e+01,1.023181504587920365e+01,2.056368078806355726e+01,1.357829955762773899e+01,2.171837247986050912e+01,1.440973487129303976e+01,2.857846112243595371e+01
6.928000000000000114e+01,1.754549065008525588e+01,2.273956220166110143e+01,1.206147125743731863e+01,2.688705072435246635e+01,1.023298306622638876e+01,2.056870870195891499e+01,1.358037691193655050e+01,2.171825080401431762e+01,1.441008238922965212e+01,2.858284714193363740e+01
6.929000000000000625e+01,1.754520151240331671e+01,2.274284829194536073e+01,1.206281540983104250e+01,2.689211945389955005e+01,1.023414874833492405e+01,2.057374947112350583e+01,1.358246731185751166e+01,2.171800764327518252e+01,1.441044491930479943e+01,2.858712725723303905e+01
6.929999999999999716e+01,1.754494868661282680e+01,2.274614552438698922e+01,1.206408692352147938e+01,2.689719715841264147e+01,1.023533703579274068e+01,2.057879862173189167e+01,1.358459009751709345e+01,2.171764084586868648e+01,1.441082569680207115e+01,2.859129523603383660e+01
6.931000000000000227e+01,1.754473179591576582e+01,2.274945486799735406e+01,1.206528704467932478e+01,2.690227267442972803e+01,1.023657553000271037e+01,2.058386023383899044e+01,1.358676881666472802e+01,2.171715472226050636e+01,1.441122662603532945e+01,2.859535444857539233e+01
6.932000000000000739e+01,1.754453809000969855e+01,2.275277877923320347e+01,1.206642430300943403e+01,2.690734013229857524e+01,1.023789229775970178e+01,2.058893714103849959e+01,1.358902700452940593e+01,2.171656283099390805e+01,1.441164987535214337e+01,2.859931302772607964e+01
6.932999999999999829e+01,1.754434997944598962e+01,2.275611906356336434e+01,1.206751022622919756e+01,2.691240129466427078e+01,1.023931116011581821e+01,2.059402144508348798e+01,1.359138882798016112e+01,2.171588543773778568e+01,1.441209579356525516e+01,2.860317866034555934e+01
6.934000000000000341e+01,1.754413823085652169e+01,2.275948071087024616e+01,1.206855655857849818e+01,2.691746595843987322e+01,1.024084313555876946e+01,2.059909523941606935e+01,1.359387399377713024e+01,2.171514603914054931e+01,1.441256059203950279e+01,2.860696265374865277e+01
6.935000000000000853e+01,1.754386024998616023e+01,2.276286884245543618e+01,1.206956257573063240e+01,2.692254594245624943e+01,1.024248757056519032e+01,2.060414367133418878e+01,1.359649173738070971e+01,2.171436103305709153e+01,1.441304328888468689e+01,2.861068006949125930e+01
6.935999999999999943e+01,1.754347196303328005e+01,2.276628827029729152e+01,1.207051776576143176e+01,2.692765537007611343e+01,1.024424003613829903e+01,2.060916048448160609e+01,1.359924096813684180e+01,2.171353902947198833e+01,1.441355114329791576e+01,2.861434392266857429e+01
6.937000000000000455e+01,1.754294931666409241e+01,2.276974090819490826e+01,1.207141257858494754e+01,2.693280985329985455e+01,1.024609296075528952e+01,2.061414549356910797e+01,1.360211116990590519e+01,2.171268486261319808e+01,1.441410161167498671e+01,2.861796687033027453e+01
6.937999999999999545e+01,1.754228639092904629e+01,2.277322464445635219e+01,1.207224934363031821e+01,2.693802224881355656e+01,1.024803966150475176e+01,2.061910202620139643e+01,1.360508714710825195e+01,2.171179670181277288e+01,1.441471697591603984e+01,2.862155582909504403e+01
6.939000000000000057e+01,1.754149407896077051e+01,2.277673561480617082e+01,1.207304391901435814e+01,2.694329056069280171e+01,1.025007570509080779e+01,2.062404178155233936e+01,1.360815739919774714e+01,2.171086493879959534e+01,1.441541405473637028e+01,2.862511265002052596e+01
6.940000000000000568e+01,1.754060402789192707e+01,2.278027798693441852e+01,1.207381617938082030e+01,2.694860414460586995e+01,1.025219702722673887e+01,2.062897335963276646e+01,1.361131245117278610e+01,2.170988492322238983e+01,1.441619748918733102e+01,2.862863501303726466e+01
6.940999999999999659e+01,1.753966433495697430e+01,2.278386259938915614e+01,1.207457406315705484e+01,2.695394344417324461e+01,1.025439435990325165e+01,2.063389923384653457e+01,1.361453723565520946e+01,2.170885968629572460e+01,1.441706353899823867e+01,2.863211963848599240e+01
6.942000000000000171e+01,1.753871758022630090e+01,2.278749858946948947e+01,1.207531275597617082e+01,2.695928657585261590e+01,1.025665649453867800e+01,2.063881171668332826e+01,1.361781087714549443e+01,2.170780026937248763e+01,1.441800414584559320e+01,2.863556044770693276e+01
6.943000000000000682e+01,1.753779480124645218e+01,2.279118856670363158e+01,1.207603466465785935e+01,2.696461351509052307e+01,1.025897545111292608e+01,2.064369982430736172e+01,1.362111251465088024e+01,2.170672148137852275e+01,1.441900270473039214e+01,2.863894782307796305e+01
6.943999999999999773e+01,1.753692444838393172e+01,2.279493216840088010e+01,1.207675123315822141e+01,2.696991321583264423e+01,1.026135135156048683e+01,2.064855342947692662e+01,1.362442640900923863e+01,2.170563319037507455e+01,1.442002714416939035e+01,2.864227728498055114e+01
6.945000000000000284e+01,1.753613872118403094e+01,2.279873227138135405e+01,1.207746867365009180e+01,2.697518239300596221e+01,1.026379111370393282e+01,2.065336854170685399e+01,1.362773288068804867e+01,2.170453252474461081e+01,1.442104002757743153e+01,2.864555466803490447e+01
6.946000000000000796e+01,1.753546736654568150e+01,2.280259701897283975e+01,1.207818444811998582e+01,2.698041505567535481e+01,1.026630067339668351e+01,2.065814469627275685e+01,1.363100500591331610e+01,2.170341494635123780e+01,1.442200880244547534e+01,2.864878657670763928e+01
6.946999999999999886e+01,1.753492461931374891e+01,2.280653116038559602e+01,1.207889643621978948e+01,2.698559567101784751e+01,1.026887556945527180e+01,2.066288449035552688e+01,1.363421059306009653e+01,2.170228490521471088e+01,1.442290649016445769e+01,2.865198314030273252e+01
6.948000000000000398e+01,1.753449910661026934e+01,2.281053009511195739e+01,1.207961242150739523e+01,2.699071118240270550e+01,1.027149993506084691e+01,2.066759227733211901e+01,1.363731774422185339e+01,2.170115687076371103e+01,1.442371210919938207e+01,2.865515557808784308e+01
6.948999999999999488e+01,1.753415995681756812e+01,2.281458301363268859e+01,1.208034817381300385e+01,2.699575583911171606e+01,1.027415683361985899e+01,2.067228171564447337e+01,1.364029774888997615e+01,2.170004931247712676e+01,1.442441892962081873e+01,2.865831761223202889e+01
6.950000000000000000e+01,1.753387264461164463e+01,2.281867425321825493e+01,1.208112083293270622e+01,2.700072921419437932e+01,1.027683278936558864e+01,2.067696955923495850e+01,1.364313382677642394e+01,2.169898028053696848e+01,1.442502924363516392e+01,2.866148235007437961e+01
6.951000000000000512e+01,1.753360717675577263e+01,2.282278299937621568e+01,1.208194392570309894e+01,2.700563879906974307e+01,1.027950538960226368e+01,2.068167335472212187e+01,1.364582899777911607e+01,2.169796449216696388e+01,1.442555305655143805e+01,2.866466621414588900e+01
6.951999999999999602e+01,1.753334741505944550e+01,2.282688474793181044e+01,1.208282642639013815e+01,2.701049634664992993e+01,1.028214447983805258e+01,2.068640649070113113e+01,1.364840483739122767e+01,2.169701415211311968e+01,1.442600737255833110e+01,2.866788865241819195e+01
6.953000000000000114e+01,1.753309409823975074e+01,2.283095430427293593e+01,1.208377156620401394e+01,2.701531408973227144e+01,1.028471389153894400e+01,2.069117810775936306e+01,1.365089845156701109e+01,2.169613686275177500e+01,1.442642235921294258e+01,2.867116817528829387e+01
6.954000000000000625e+01,1.753285712175777888e+01,2.283496479110702282e+01,1.208477596166862789e+01,2.702010545153167698e+01,1.028717769913388658e+01,2.069599207256133511e+01,1.365334915013633932e+01,2.169533563418119471e+01,1.442682954225310610e+01,2.867451509147745980e+01
6.954999999999999716e+01,1.753265131219608719e+01,2.283889263440645223e+01,1.208583095545336050e+01,2.702487878714639180e+01,1.028950662362692725e+01,2.070085172222938397e+01,1.365578831445320596e+01,2.169460970010214851e+01,1.442725650990863961e+01,2.867792711778211512e+01
6.956000000000000227e+01,1.753249890451137105e+01,2.284271803848774240e+01,1.208692917062608885e+01,2.702963658596115692e+01,1.029169070385094642e+01,2.070575586742484120e+01,1.365823434132538416e+01,2.169395788425910965e+01,1.442772605535333952e+01,2.868139560524969056e+01
6.957000000000000739e+01,1.753242486678128387e+01,2.284642516119825117e+01,1.208806992750412945e+01,2.703437888424603841e+01,1.029373273323358973e+01,2.071069897497752876e+01,1.366069702069426484e+01,2.169337618578224891e+01,1.442825749610993746e+01,2.868491439765551831e+01
6.957999999999999829e+01,1.753243849511783736e+01,2.285000695901642587e+01,1.208926148267124745e+01,2.703910093228153499e+01,1.029564380989823213e+01,2.071566868690104712e+01,1.366318168402874988e+01,2.169285279342254213e+01,1.442885943283488359e+01,2.868848163509963811e+01
6.959000000000000341e+01,1.753253149806822364e+01,2.285346947395260742e+01,1.209050528494313070e+01,2.704379677702463880e+01,1.029743592331879221e+01,2.072064740742385780e+01,1.366568999618968050e+01,2.169237695637973218e+01,1.442952374955288875e+01,2.869209678712671163e+01
6.960000000000000853e+01,1.753269545306953248e+01,2.285683005805966062e+01,1.209178379096478828e+01,2.704845635932995762e+01,1.029912540174863445e+01,2.072561935748500872e+01,1.366822570252850966e+01,2.169193584060898772e+01,1.443022502751387748e+01,2.869575082239715158e+01
6.960999999999999943e+01,1.753292959524854311e+01,2.286011319356745375e+01,1.209306829422155616e+01,2.705306941878036042e+01,1.030073081032159266e+01,2.073056559714445513e+01,1.367079112297739840e+01,2.169151630011174348e+01,1.443093042274031390e+01,2.869943534520599826e+01
6.962000000000000455e+01,1.753323748963644491e+01,2.286333893751352164e+01,1.209433523371819419e+01,2.705763353044682873e+01,1.030226972070142999e+01,2.073546938135143591e+01,1.367338249088634505e+01,2.169110073226694624e+01,1.443160763916086609e+01,2.870314745528187572e+01
6.962999999999999545e+01,1.753362764573452282e+01,2.286652403681984680e+01,1.209556913958824431e+01,2.706216609239498183e+01,1.030375598520435787e+01,2.074032031328617265e+01,1.367599547523899339e+01,2.169067093514856026e+01,1.443223280260574271e+01,2.870688114374688382e+01
6.964000000000000057e+01,1.753411336191117442e+01,2.286968204911728009e+01,1.209675634360130658e+01,2.706669595490126312e+01,1.030520341211126123e+01,2.074511604621737604e+01,1.367863551605888262e+01,2.169020578089666529e+01,1.443279563019142309e+01,2.871062119835645277e+01
6.965000000000000568e+01,1.753470330470523564e+01,2.287282808021035407e+01,1.209789270501801539e+01,2.707125551794943519e+01,1.030662518112504600e+01,2.074986089980459880e+01,1.368131561461200363e+01,2.168968517590006684e+01,1.443330002394880118e+01,2.871434720602465873e+01
6.965999999999999659e+01,1.753539328912343720e+01,2.287597545069265337e+01,1.209899138573458899e+01,2.707586867336647174e+01,1.030803346002628018e+01,2.075456571955812279e+01,1.368404123062579636e+01,2.168909943054377720e+01,1.443375666956172410e+01,2.871804270468620146e+01
6.967000000000000171e+01,1.753616827462277072e+01,2.287913178726721952e+01,1.210007150352141281e+01,2.708055010329537282e+01,1.030943454757466249e+01,2.075924515839263051e+01,1.368680232298151367e+01,2.168845091871440189e+01,1.443417569488476815e+01,2.872170254775995346e+01
6.968000000000000682e+01,1.753699445803499657e+01,2.288229492943624521e+01,1.210114455597999239e+01,2.708530507470979742e+01,1.031082885087323930e+01,2.076391386592670685e+01,1.368958014351202124e+01,2.168774301964036511e+01,1.443457099301411262e+01,2.872532585243122227e+01
6.968999999999999773e+01,1.753782425427887759e+01,2.288546695207399750e+01,1.210221331556019564e+01,2.709013229348470020e+01,1.031221845196991360e+01,2.076858028503613696e+01,1.369235607883006089e+01,2.168698112261656163e+01,1.443496072062209379e+01,2.872891590723234856e+01
6.970000000000000284e+01,1.753860644229078147e+01,2.288866126926229327e+01,1.210327368197173570e+01,2.709501833251724534e+01,1.031360607282787889e+01,2.077324858702025523e+01,1.369511766510353468e+01,2.168617255657899534e+01,1.443536408245847724e+01,2.873248118195127532e+01
6.971000000000000796e+01,1.753929325645603043e+01,2.289189362602241573e+01,1.210432016865218685e+01,2.709994716152784378e+01,1.031498743735661172e+01,2.077791632292812452e+01,1.369785960739888431e+01,2.168533206573637884e+01,1.443580114916064439e+01,2.873602674699480986e+01
6.971999999999999886e+01,1.753984601379578123e+01,2.289516888901890113e+01,1.210534860784462374e+01,2.710490498548682581e+01,1.031635663218418486e+01,2.078257799703321140e+01,1.370057952436401472e+01,2.168447998655054576e+01,1.443629115018288545e+01,2.873955748812802824e+01
6.973000000000000398e+01,1.754023447131979552e+01,2.289848481668298774e+01,1.210635997950596909e+01,2.710987903765530760e+01,1.031771777192027884e+01,2.078722511994311617e+01,1.370328126754659692e+01,2.168363224523644206e+01,1.443684325347269137e+01,2.874308280933423987e+01
6.973999999999999488e+01,1.754044089431330988e+01,2.290183967920109609e+01,1.210735288436896795e+01,2.711486090181024622e+01,1.031908009818461913e+01,2.079185465870079241e+01,1.370596600235286111e+01,2.168279768378142336e+01,1.443745178445437993e+01,2.874661535424084846e+01
6.975000000000000000e+01,1.754046705566198128e+01,2.290523341211511976e+01,1.210832400974059730e+01,2.711985171163950525e+01,1.032045199207256481e+01,2.079646559319576937e+01,1.370863143137608731e+01,2.168198593533350049e+01,1.443809734531519418e+01,2.875016519227599687e+01
6.976000000000000512e+01,1.754033025983162375e+01,2.290866452804635856e+01,1.210926969536780362e+01,2.712486067698975845e+01,1.032184144924779723e+01,2.080105397789549926e+01,1.371127212767115111e+01,2.168120760971195082e+01,1.443875897559149024e+01,2.875374238053449005e+01
6.976999999999999602e+01,1.754005993206920522e+01,2.291213665735033800e+01,1.211018464954189433e+01,2.712989864918601413e+01,1.032325658355293641e+01,2.080562147166600440e+01,1.371388264748064678e+01,2.168047109058509747e+01,1.443941945892935230e+01,2.875735674690536570e+01
6.978000000000000114e+01,1.753969368502808734e+01,2.291565710163617098e+01,1.211106596135034685e+01,2.713497366502925345e+01,1.032470245092635786e+01,2.081017942301317802e+01,1.371645969900036910e+01,2.167977600699399332e+01,1.444007085725326789e+01,2.876102152356610020e+01
